S,I,R
63,27,8
63,27,8
63,27,8
63,27,8
63,27,8
63,27,8
63,28,8
63,28,8
62,28,9
62,28,9
62,28,9
62,28,9
62,28,9
62,28,9
62,28,9
61,28,9
61,28,9
61,28,9
61,29,9
61,29,9
60,29,9
60,29,9
60,29,9
60,29,10
60,29,10
60,29,10
59,29,10
59,29,10
59,30,10
59,30,10
59,30,10
59,30,10
59,30,10
59,30,10
58,30,10
58,30,10
58,30,10
58,30,10
58,30,10
58,30,10
58,30,11
57,30,11
57,30,11
57,31,11
57,31,11
57,31,11
57,31,11
57,31,11
56,31,11
56,31,11
56,31,11
56,31,11
56,31,11
56,32,11
55,32,11
55,32,11
55,32,12
55,32,12
55,32,12
55,32,12
55,32,12
55,32,12
54,32,12
54,32,12
54,32,12
54,33,12
54,33,12
54,33,12
53,33,12
53,33,12
53,33,12
53,33,12
53,33,13
53,33,13
53,33,13
52,33,13
52,33,13
52,33,13
52,33,13
52,34,13
52,34,13
52,34,13
51,34,13
51,34,13
51,34,13
51,34,14
51,34,14
51,34,14
51,34,14
50,34,14
50,34,14
50,34,14
50,34,14
50,34,14
50,34,14
50,34,14
50,35,14
49,35,14
49,35,15
49,35,15
49,35,15
49,35,15
49,35,15
49,35,15
48,35,15
48,35,15
48,35,15
48,35,15
48,35,15
48,36,15
48,36,15
47,36,15
47,36,16
47,36,16
47,36,16
47,36,16
47,36,16
47,36,16
46,36,16
46,36,16
46,36,16
46,36,16
46,36,16
46,36,16
46,36,16
45,36,17
45,37,17
45,37,17
45,37,17
45,37,17
45,37,17
45,37,17
45,37,17
44,37,17
44,37,17
44,37,17
44,37,17
44,37,18
44,37,18
44,37,18
43,37,18
43,37,18
43,37,18
43,38,18
43,38,18
43,38,18
42,38,18
42,38,18
42,38,18
42,38,18
42,38,18
42,38,19
42,38,19
42,38,19
42,38,19
41,38,19
41,38,19
41,38,19
41,38,19
41,38,19
41,38,19
41,38,19
41,38,19
41,39,19
40,39,20
40,39,20
40,39,20
40,39,20
40,39,20
40,39,20
40,39,20
40,39,20
39,39,20
39,39,20
39,39,20
39,39,20
39,39,20
39,39,21
39,39,21
38,39,21
38,39,21
38,39,21
38,39,21
38,39,21
38,39,21
38,40,21
38,40,21
37,40,21
37,40,22
37,40,22
37,40,22
37,40,22
37,40,22
37,40,22
37,40,22
37,40,22
36,40,22
36,40,22
36,40,22
36,40,22
36,40,22
36,40,22
36,40,23
36,40,23
36,40,23
36,40,23
36,40,23
35,40,23
35,40,23
35,40,23
35,40,23
35,40,23
35,40,23
35,40,23
35,40,23
35,40,23
35,40,24
34,40,24
34,40,24
34,40,24
34,40,24
34,40,24
34,40,24
34,40,24
34,40,24
34,40,24
34,40,24
34,40,25
33,40,25
33,40,25
33,40,25
33,40,25
33,40,25
33,40,25
33,40,25
33,40,25
33,40,25
33,40,25
33,40,25
32,40,26
32,41,26
32,41,26
32,41,26
32,41,26
32,41,26
32,41,26
32,41,26
32,41,26
32,41,26
32,41,26
31,41,26
31,41,26
31,41,27
31,41,27
31,41,27
31,41,27
31,41,27
31,41,27
31,41,27
31,41,27
31,41,27
31,41,27
30,41,27
30,41,27
30,41,27
30,41,28
30,41,28
30,41,28
30,41,28
30,41,28
30,41,28
30,41,28
30,41,28
29,41,28
29,41,28
29,41,28
29,41,28
29,41,29
29,41,29
29,41,29
29,41,29
29,41,29
29,41,29
29,41,29
29,41,29
29,41,29
28,41,29
28,41,29
28,41,29
28,41,29
28,41,29
28,41,30
28,41,30
28,41,30
28,41,30
28,41,30
28,41,30
28,41,30
28,41,30
28,41,30
28,41,30
27,40,31
27,41,31
27,41,31
27,40,31
27,40,31
27,40,31
27,41,31
27,40,31
27,40,31
27,40,31
27,40,31
27,40,31
27,40,31
27,40,32
27,40,32
27,40,32
26,40,32
26,40,32
26,40,32
26,40,32
26,40,32
26,40,32
26,40,32
26,40,32
26,40,32
26,40,33
26,40,33
26,40,33
26,40,33
26,40,33
26,40,33
25,40,33
25,40,33
25,40,33
25,40,33
25,40,33
25,40,33
25,40,34
25,40,34
25,40,34
25,40,34
25,40,34
25,40,34
25,40,34
25,40,34
24,40,34
24,40,34
24,40,34
24,40,34
24,40,35
24,40,35
24,40,35
24,40,35
24,40,35
24,40,35
24,40,35
24,40,35
24,40,35
24,40,35
24,40,35
24,39,35
24,39,35
24,39,36
24,39,36
23,39,36
23,39,36
23,39,36
23,39,36
23,39,36
23,39,36
23,39,36
23,39,36
23,39,36
23,39,36
23,39,37
23,39,37
23,39,37
23,39,37
23,39,37
23,39,37
23,39,37
23,39,37
